-10.0, -8.099153450295718
-9.96, 6.007576314772272
-9.92, 16.673807372161008
-9.88, 18.26398439220276
-9.84, 10.133390201106828
-9.8, -3.2221896387846396
-9.76, -14.712284933878145
-9.72, -18.425924150229463
-9.68, -12.62495333769721
-9.64, -0.47086292927746837
-9.6, 11.759880450498834
-9.56, 17.940016954749943
-9.52, 15.130486870146404
-9.48, 4.907049829808146
-9.44, -7.581277724995575
-9.4, -16.241823495929477
-9.36, -16.99951838772945
-9.32, -9.660086628448761
-9.28, 2.14548962780503
-9.24, 12.804555947503127
-9.2, 17.40064406154312
-9.16, 13.947230815001305
-9.12, 4.182252980309804
-9.08, -7.357422292725483
-9.04, -15.472619173991204
-9.0, -16.633824606908252
-8.96, -10.470623387815175
-8.92, 0.1855881666219651
-8.879999999999999, 10.644953911400695
-8.84, 16.43665903226475
-8.8, 15.197483177509078
-8.76, 7.586370680767575
-8.72, -3.10329835450127
-8.68, -12.401936799047165
-8.64, -16.53608128890021
-8.6, -13.931725802410806
-8.56, -5.764046362759586
-8.52, 4.613126452870406
-8.48, 13.070933942226722
-8.44, 16.34687049109474
-8.4, 13.274351980673957
-8.36, 5.150998251685484
-8.32, -4.846676740562373
-8.28, -12.928458518225002
-8.24, -16.125160916403914
-8.2, -13.352759310778321
-8.16, -5.736875898598813
-8.120000000000001, 3.878516149246702
-8.08, 12.015587402540515
-8.04, 15.82079543891328
-8.0, 14.043378953990896
-7.96, 7.408635924488619
-7.92, -1.7083721152800981
-7.88, -10.156808626841883
-7.84, -15.10398299254638
-7.8, -14.969469368095051
-7.76, -9.898495558116032
-7.720000000000001, -1.645943077754516
-7.68, 7.056583217465907
-7.640000000000001, 13.416099073869324
-7.6, 15.467289234131295
-7.5600000000000005, 12.65622826479392
-7.52, 5.954825304940587
-7.48, -2.500947558467265
-7.4399999999999995, -10.10933073567385
-7.4, -14.60552943378679
-7.359999999999999, -14.722052268223212
-7.32, -10.51981476285614
-7.279999999999999, -3.313564317237986
-7.24, 4.761145955942513
-7.2, 11.392418163941644
-7.16, 14.751483518521232
-7.12, 13.981124284061856
-7.08, 9.388587807867745
-7.04, 2.309401715506106
-7.0, -5.299201866093281
-6.96, -11.408117156710807
-6.92, -14.453916704437091
-6.88, -13.723918777509912
-6.84, -9.499305656310995
-6.8, -2.9362591327840963
-6.76, 4.26656856303821
-6.720000000000001, 10.315991193010897
-6.68, 13.768597317985721
-6.640000000000001, 13.863007849563282
-6.6, 10.667836104411972
-6.5600000000000005, 5.023395074395894
-6.52, -1.6939845266322195
-6.48, -7.91697783992106
-6.4399999999999995, -12.254035283478514
-6.4, -13.79285333805188
-6.359999999999999, -12.27719959803726
-6.32, -8.127589890731366
-6.279999999999999, -2.3133842239611404
-6.24, 3.884418604604477
-6.2, 9.160411407599675
-6.16, 12.457502325240158
-6.12, 13.169552658783912
-6.08, 11.238006539088707
-6.04, 7.131623580101436
-6.0, 1.723053709023604
-5.96, -3.904752276505202
-5.92, -8.678664359572126
-5.88, -11.737466385387295
-5.84, -12.579165186824692
-5.8, -11.130738407334018
-5.76, -7.734274006958452
-5.72, -3.0594435103533377
-5.68, 2.0353879452161094
-5.64, 6.664200114022651
-5.6, 10.066398369250827
-5.56, 11.72635643052134
-5.52, 11.442293239579879
-5.48, 9.337755023311233
-5.44, 5.8192764608228025
-5.4, 1.4922646445083427
-5.36, -2.947390795901331
-5.32, -6.8265299002795405
-5.28, -9.594714600570457
-5.24, -10.897043399475187
-5.2, -10.611577327853668
-5.16, -8.849445541877751
-5.12, -5.921468181717894
-5.08, -2.279586455204914
-5.04, 1.5559566839361898
-5.0, 5.072023429997393
-4.96, 7.8299565175049555
-4.92, 9.516702165703698
-4.88, 9.97467428800636
-4.84, 9.208814495183978
-4.8, 7.372495396918142
-4.76, 4.736445987170218
-4.72, 1.6465085635818282
-4.68, -1.5233110080182508
-4.64, -4.4162978541786515
-4.6, -6.731782660211904
-4.56, -8.253483693157389
-4.52, -8.865446847880763
-4.48, -8.555299705678626
-4.44, -7.406019706950677
